Keys,V1,V2,V3,V4
170824_111328,3.08,3.01,3.05,3.14
170824_112702,3.11,3.07,3.15,3.01
170824_113139,3.09,3.14,3.03,3.04
170824_113627,3.11,3.05,3.15,3.09
170824_114853,3.03,3.1,3.15,3.09
170824_115551,3.02,3.07,3.15,3.04
170824_121135,3.15,3.06,3.11,3.08
170824_123553,3.15,3.11,3.01,3.04
170824_124135,3.09,3.06,3.11,3.03
170824_125232,3.15,3.02,3.04,3.1
170824_131731,3.15,3.07,3.02,3.1
170824_132045,3.1,3.04,3.15,3.09
170824_132613,3.06,3.12,3.13,3.01
170824_133725,3.15,3.11,3.03,3.08
170824_134337,3.08,3.03,3.05,3.11
170824_134859,3.06,3.11,3.07,3.15
170824_135337,3.03,3.05,3.15,3.1
170824_140005,3.02,3.1,3.05,3.08
170824_141323,3.05,3.11,3.03,3.15
170824_142328,3.12,3.13,3.05,3.01
170824_142930,3.15,3.04,3.1,3.03
170824_143646,3.01,3.05,3.09,3.11
170824_144256,3.08,3.13,3.11,3.05
170824_145255,3.13,3.03,3.08,3.06
170824_145826,3.01,3.08,3.06,3.15
170824_150330,3.11,3.02,3.07,3.06
170824_150739,3.14,3.11,3.02,3.04
170824_151247,3.07,3.11,3.06,3.13
170824_151842,3.05,3.02,3.08,3.1
170824_152427,3.08,3.01,3.11,3.06
170824_152856,3.04,3.14,3.02,3.09
170824_154337,3.08,3.02,3.06,3.14
170824_154820,3.02,3.04,3.09,3.15
170824_155326,3.13,3.07,3.01,3.04
170824_155810,3.07,3.13,3.11,3.03
170824_160501,3.06,3.07,3.15,3.11
170824_161001,3.06,3.15,3.09,3.02
170824_161904,3.04,3.14,3.02,3.1
170824_162621,3.14,3.11,3.05,3.08
170824_164158,3.08,3.14,3.11,3.03
170824_164921,3.09,3.02,3.13,3.11
170825_102129,3.1,3.02,3.06,3.13
170825_111933,3.1,3.08,3.01,3.14
170825_112410,3.08,3.02,3.12,3.06
170825_113125,3.02,3.08,3.12,3.13
170825_113643,3.1,3.07,3.04,3.03
170825_114909,3.02,3.06,3.1,3.14
170825_120627,3.1,3.13,3.05,3.02
170825_135019,3.13,3.06,3.08,3.1
170825_135557,3.12,3.14,3.06,3.01
170825_140307,3.02,3.04,3.15,3.07
170825_141538,3.03,3.11,3.04,3.07
170825_142346,3.05,3.13,3.12,3.07
170825_142858,3.12,3.02,3.04,3.15
170825_145510,3.02,3.05,3.07,3.1
170825_150140,3.03,3.07,3.12,3.14
170825_150711,3.03,3.07,3.12,3.14
170825_151343,3.05,3.11,3.14,3.08
170825_152013,3.11,3.02,3.08,3.05
170825_152443,3.06,3.07,3.01,3.12
170825_154608,3.03,3.07,3.15,3.1
170825_155631,3.05,3.12,3.07,3.15
170825_160052,3.13,3.03,3.07,3.1
170825_160701,3.06,3.12,3.08,3.13
170825_161912,3.07,3.01,3.13,3.04
170825_162300,3.14,3.09,3.01,3.04
170825_163126,3.05,3.01,3.15,3.12
170825_163532,3.11,3.13,3.04,3.03
170825_164236,3.04,3.13,3.08,3.11
170825_164937,3.14,3.12,3.07,3.06
170826_104631,3.11,3.04,3.09,3.14
170826_105536,3.03,3.15,3.06,3.11
170826_110616,3.15,3.11,3.03,3.04
170826_111255,3.08,3.01,3.15,3.11
170826_111835,3.06,3.12,3.03,3.07
170826_113124,3.07,3.14,3.03,3.06
170826_113540,3.02,3.11,3.07,3.04
170826_114047,3.11,3.03,3.14,3.08
170826_114802,3.02,3.12,3.06,3.09
170826_115920,3.14,3.01,3.05,3.1
170826_125227,3.01,3.15,3.06,3.09
170826_131829,3.12,3.02,3.15,3.09
170826_132228,3.05,3.07,3.14,3.11
170826_132750,3.1,3.06,3.09,3.01
170826_140809,3.08,3.05,3.02,3.1
170826_141356,3.08,3.13,3.11,3.06
170826_142717,3.07,3.02,3.12,3.06
170826_143122,3.07,3.01,3.11,3.06
170826_145534,3.14,3.09,3.1,3.06
170826_150201,3.06,3.1,3.03,3.09
170826_151028,3.13,3.07,3.02,3.12
170826_151755,3.11,3.08,3.06,3.03
170826_153107,3.08,3.15,3.11,3.05
170826_153547,3.1,3.14,3.09,3.06
170826_153935,3.07,3.05,3.1,3.14
170826_154701,3.15,3.12,3.05,3.03
170826_160221,3.14,3.05,3.03,3.08
170826_161132,3.11,3.14,3.09,3.02
170826_161754,3.06,3.15,3.07,3.03
170826_162658,3.01,3.15,3.11,3.09
170826_163457,3.14,3.1,3.02,3.04
170829_103300,3.05,3.1,3.01,3.15
170829_104405,3.01,3.08,3.12,3.04
170829_105438,3.01,3.14,3.04,3.12
170829_105847,3.13,3.01,3.08,3.06
170829_110156,3.08,3.02,3.14,3.06
170829_110448,3.07,3.13,3.1,3.06
170829_112113,3.1,3.09,3.04,3.01
170829_114321,3.03,3.05,3.09,3.12
170829_115547,3.11,3.02,3.06,3.14
170829_124114,3.11,3.03,3.09,3.15
170829_124531,3.13,3.08,3.03,3.11
170829_125509,3.04,3.09,3.11,3.14
170829_130213,3.06,3.09,3.01,3.15
170829_130912,3.14,3.11,3.02,3.09
170829_131659,3.13,3.04,3.12,3.09
170829_133821,3.08,3.11,3.13,3.05
170829_134842,3.04,3.15,3.08,3.03
170829_135653,3.01,3.1,3.04,3.07
170829_140603,3.12,3.09,3.01,3.14
170829_141157,3.14,3.06,3.12,3.01
170829_141659,3.03,3.04,3.12,3.08
170829_142953,3.06,3.07,3.11,3.03
170829_143424,3.1,3.02,3.13,3.09
170829_145454,3.11,3.15,3.05,3.01
170829_150908,3.14,3.05,3.1,3.01
170829_151447,3.14,3.02,3.11,3.07
170829_151944,3.1,3.02,3.04,3.13
170829_154744,3.12,3.05,3.01,3.07
170829_160615,3.03,3.14,3.04,3.1
170830_104856,3.09,3.02,3.06,3.14
170830_110645,3.05,3.1,3.08,3.03
170830_111126,3.1,3.13,3.03,3.09
170830_113010,3.07,3.14,3.03,3.05
170830_121940,3.14,3.11,3.05,3.09
170830_122539,3.04,3.03,3.09,3.15
170830_123121,3.03,3.13,3.09,3.1
170830_123609,3.07,3.12,3.06,3.14
170830_124227,3.02,3.14,3.12,3.09
170830_125207,3.08,3.13,3.04,3.12
170830_131038,3.03,3.07,3.06,3.11
170830_133429,3.02,3.14,3.11,3.09
170830_143110,3.15,3.09,3.12,3.02
170830_151156,3.02,3.1,3.05,3.15
170830_151825,3.03,3.07,3.13,3.12
170830_152327,3.09,3.05,3.1,3.14
170830_153802,3.06,3.13,3.01,3.11
170830_155822,3.1,3.03,3.05,3.07
170830_160322,3.05,3.15,3.1,3.07
170830_162842,3.06,3.09,3.14,3.12
170830_163431,3.04,3.08,3.02,3.12
170830_164333,3.07,3.15,3.05,3.1
170831_163330,3.04,3.03,3.08,3.13
170831_163901,3.15,3.07,3.02,3.05
170901_101556,3.05,3.01,3.12,3.09
170901_105907,3.03,3.13,3.1,3.06
170901_110952,3.08,3.04,3.01,3.12
170901_111645,3.08,3.02,3.12,3.06
170901_122231,3.14,3.11,3.08,3.03
170901_122754,3.04,3.09,3.1,3.15
170901_130422,3.02,3.1,3.07,3.14
170901_132432,3.06,3.03,3.13,3.07
170901_134840,3.04,3.13,3.03,3.09
170901_135814,3.11,3.08,3.05,3.01
170901_140446,3.14,3.11,3.04,3.07
170901_144244,3.14,3.08,3.12,3.02
170901_145710,3.09,3.05,3.03,3.15
170901_151710,3.06,3.13,3.08,3.11
170901_152922,3.04,3.01,3.13,3.07
170901_155809,3.07,3.15,3.12,3.01
170901_162957,3.09,3.13,3.11,3.01
170902_100651,3.08,3.05,3.01,3.1
170902_101804,3.05,3.13,3.09,3.1
170902_103410,3.03,3.13,3.11,3.08
170902_103733,3.02,3.07,3.1,3.13
170902_105420,3.13,3.04,3.02,3.09
170902_114025,3.11,3.13,,
170902_120320,3.02,3.07,3.12,3.13
170902_123951,3.1,3.01,3.15,3.04
170902_124509,3.03,3.1,3.15,3.09
170902_124943,3.09,3.13,3.03,3.05
170902_130138,3.04,3.07,3.02,3.13
170902_132104,3.08,3.1,3.04,3.14
170902_133646,3.12,3.01,3.05,3.13
170902_134831,3.07,3.13,3.04,3.1
170902_140329,3.07,3.04,3.1,3.01
170902_141711,3.14,3.03,3.09,3.04
170902_143737,3.03,3.04,3.13,3.07
170902_144923,3.14,3.12,3.01,3.06
170902_150126,3.08,3.02,3.06,3.1
170902_151100,3.09,3.01,3.04,3.12
170902_151740,3.03,3.05,3.09,3.15
170902_152457,3.13,3.12,3.05,3.02
170902_153057,3.06,3.07,3.13,3.02
170902_153627,3.04,3.1,3.09,3.15
170902_154304,3.02,3.09,3.11,3.15
170902_154745,3.09,3.12,3.15,3.01
170902_155504,3.1,3.02,3.07,3.15
170902_160432,3.06,3.14,3.1,3.01
170902_161159,3.1,3.08,3.05,3.14
170902_162921,3.13,3.12,3.09,3.04
170903_101134,3.07,,,
170903_103207,3.15,3.11,3.03,3.04
170903_104905,3.08,3.06,3.1,3.01
170903_112843,3.09,3.14,3.11,3.05
170903_113839,3.13,3.07,3.01,3.06
170903_114658,3.14,3.04,3.1,3.08
170903_120042,3.15,3.12,3.06,3.07
170903_120529,3.02,3.08,3.06,3.1
170903_121453,3.02,3.04,3.08,3.15
170903_130057,3.09,3.15,3.05,3.03
170903_131725,3.01,3.13,3.11,3.08
170903_132408,3.04,3.02,3.1,3.08
170903_133040,3.01,3.04,3.08,3.14
170903_134008,3.1,3.03,3.09,3.15
170903_135120,3.09,3.1,3.04,3.14
170903_135644,3.09,3.04,3.03,3.1
170903_142412,3.07,3.03,3.06,3.15
170903_142928,3.06,3.12,3.03,3.08
170903_143514,3.08,3.15,3.12,3.03
170903_144249,3.14,3.12,3.07,3.02
170903_144724,3.15,3.11,3.06,3.08
170903_145158,3.11,3.04,3.07,3.01
170903_145821,3.13,3.12,3.03,3.07
170903_150209,3.06,3.13,3.11,3.02
170903_150648,3.07,3.13,3.03,3.05
170903_151631,3.04,3.15,3.02,3.09
170903_153059,3.11,3.04,3.08,3.13
170903_153646,3.14,3.02,3.11,3.09
170903_154110,3.1,3.09,3.03,3.13
170903_154650,3.06,3.11,3.13,3.07
170903_160006,3.07,3.03,3.13,3.12
170903_162718,3.13,3.06,3.1,3.08
170903_165405,3.08,3.01,3.13,3.11
170905_102303,3.03,3.15,3.07,3.1
170906_112353,3.04,3.09,3.02,3.15
170906_114702,3.07,3.1,3.02,3.05
170906_115143,3.04,3.02,3.14,3.11
170906_123336,3.11,3.09,3.15,3.06
170906_124022,3.09,3.14,3.04,3.03
170906_125848,3.05,3.11,3.08,3.01
170906_140524,3.13,3.04,3.08,3.03
170906_155500,3.09,3.05,3.02,3.15
170907_131607,3.04,3.03,3.07,3.13
170907_141001,3.04,3.14,3.09,3.1
170908_101815,3.04,3.15,3.07,3.03
170908_103328,3.14,3.05,3.09,3.1
170909_110836,3.01,3.04,3.15,3.11
170909_112821,3.07,3.02,3.04,3.11
170909_114552,3.04,3.07,3.15,3.01
170909_115304,3.11,3.07,3.15,3.05
170909_120042,3.11,3.14,3.02,3.07
170909_123653,3.14,3.12,3.05,3.08
170909_124250,3.1,3.13,3.06,3.02
170909_135559,3.01,3.05,3.15,3.08
170909_143108,3.15,3.07,3.05,3.11
170909_144040,3.03,3.15,3.06,3.08
170909_144501,3.13,3.07,3.1,3.05
170909_145101,3.1,3.02,3.14,3.05
170909_150037,3.06,3.07,3.03,3.13
170909_151217,3.09,3.11,3.05,3.03
170909_151801,3.02,3.1,3.08,3.13
170909_152729,3.1,3.14,3.02,3.09
170909_153154,3.11,3.05,3.07,3.13
170909_153644,3.04,3.09,3.03,3.12
170909_154540,3.15,3.05,3.09,3.12
170909_154929,3.1,3.03,3.07,3.14
170909_160220,3.07,3.05,3.15,3.01
170909_160934,3.12,3.05,3.02,3.13
170909_161332,3.07,3.11,3.02,3.06
170909_162035,3.03,3.06,3.11,3.09
170909_163033,3.05,3.11,3.08,3.14
170912_095141,3.04,3.15,3.02,3.12
170912_103716,3.08,,,
170912_104250,3.08,3.05,3.13,3.11
170912_112018,3.1,3.07,3.04,3.15
170912_123951,,,,
170912_124800,3.03,3.13,3.12,3.04
170912_125929,3.07,3.15,3.03,3.06
171025_160338,3.14,3.1,3.05,3.02
171026_131730,3.07,3.06,3.13,3.03
171026_141745,3.06,3.15,3.07,3.1
171026_142436,3.04,3.01,3.15,3.08
171027_100637,3.07,3.04,3.02,3.13
171027_101424,3.15,3.01,3.06,3.1
171027_104625,3.01,3.07,3.06,3.1
171027_105354,3.01,3.1,3.15,3.04
171027_110345,3.04,3.15,3.12,3.01
171027_113524,3.08,3.11,3.05,3.03
171027_114304,3.13,3.12,3.07,3.04
171027_114951,3.15,3.11,3.07,3.05
171027_115428,3.13,3.02,3.06,3.11
171027_121417,3.11,3.15,3.01,3.08
171027_123213,3.12,3.02,3.15,3.06
171027_123604,3.03,3.11,3.09,3.04
171027_130555,3.06,3.07,3.14,3.02
171028_103208,3.15,3.01,3.09,3.04
171028_104412,3.06,3.03,3.12,3.14
171028_112408,3.02,3.14,3.06,3.07
171028_114458,3.1,3.08,3.03,3.06
171028_121339,3.13,3.06,3.03,3.11
171028_123135,3.09,3.05,3.11,3.03
171028_123701,3.05,3.11,3.02,3.09
171028_125040,3.05,,,
171028_132053,3.06,3.03,3.07,3.15
171028_150610,3.1,3.13,3.06,3.01
171028_151411,3.15,3.04,3.03,3.09
171028_154059,3.06,3.1,3.07,3.15
171028_155545,3.08,3.05,3.13,3.1
171028_162250,3.1,3.06,3.02,3.15
171028_162737,3.02,3.09,3.06,3.15
171028_163913,3.09,3.05,3.02,3.11
171028_165227,3.06,3.09,3.11,3.02
171031_113932,3.08,3.01,3.13,3.04
171031_133441,3.07,3.13,3.11,3.01
171101_095945,3.1,3.03,3.08,3.04
171101_100405,3.07,3.02,3.12,3.14
171101_100755,3.08,3.13,3.01,3.1
171101_101310,3.04,3.14,3.01,3.09
171101_101759,3.11,3.13,3.04,3.09
171101_102305,3.15,3.06,3.08,3.1
171101_104229,,,,
171101_104707,3.02,3.12,3.14,3.09
171101_105135,3.13,3.07,3.01,3.11
171101_105548,3.09,3.01,3.11,3.15
171101_111741,3.15,3.05,3.03,3.1
171101_112431,3.15,3.08,3.11,3.03
171101_114140,3.08,3.02,3.11,3.14
171101_114538,3.07,3.11,3.01,3.15
171101_115002,3.03,3.14,3.06,3.09
171101_121437,3.07,3.01,3.13,3.04
171101_122754,3.1,3.08,3.15,3.02
171101_123302,3.03,3.11,3.07,3.05
171101_125055,3.02,3.06,3.12,3.07
171101_125503,3.1,3.07,3.02,3.05
171101_130417,3.13,3.05,3.07,
171101_135432,3.1,3.05,3.09,3.01
171101_140850,3.14,3.03,3.07,3.1
171101_145952,3.11,3.05,3.15,3.03
171101_154640,3.04,3.1,3.07,3.03
171102_101728,3.08,3.06,3.13,3.12
171102_103013,3.01,3.07,3.13,3.1
171102_113130,3.04,3.01,3.15,3.1
171102_114529,3.03,3.07,3.15,3.12
171102_115304,3.1,3.15,3.06,3.01
171102_125321,3.02,3.14,3.05,3.11
171102_130104,3.13,3.11,3.09,3.03
171102_130631,3.12,3.01,3.04,3.07
171102_131303,3.11,3.04,3.09,3.15
171102_131920,3.05,3.15,3.02,3.07
171102_134137,3.07,3.02,3.15,3.04
171102_142831,3.09,3.04,3.15,3.02
171102_143616,3.15,3.01,3.05,3.1
171102_144034,3.13,3.09,3.01,3.12
171102_144344,3.15,3.04,3.01,3.08
171102_144840,3.08,3.13,3.02,3.06
171102_150046,3.12,3.15,3.05,3.02
171102_150705,3.14,3.02,3.1,3.04
171102_153415,3.03,3.11,3.05,3.13
171103_100014,3.06,3.1,3.03,3.08
171103_105048,3.02,3.13,3.1,3.08
171103_115519,3.09,3.13,3.05,3.11
171103_115949,3.07,3.06,3.01,3.13
171103_121449,3.03,3.12,3.09,3.05
171103_124448,3.14,3.05,3.09,3.1
171103_130728,3.11,3.07,3.05,3.14
171103_132138,3.07,3.01,3.12,3.15
171103_133041,3.08,3.04,3.03,3.11
171103_133832,3.1,3.04,3.13,3.03
171103_134439,3.1,3.09,3.04,3.13
171103_135202,3.02,3.08,3.12,3.05
171103_135831,3.07,3.15,3.06,3.11
171103_140557,3.1,3.15,3.09,3.06
171103_142539,3.01,3.07,3.05,3.14
171103_142937,3.14,3.03,3.1,3.06
171103_153443,3.08,3.05,3.01,3.15
171104_112536,3.01,3.15,3.05,3.08
171104_113912,3.13,3.08,3.04,3.03
171104_115236,3.04,3.09,3.14,3.02
171104_115913,3.14,3.04,3.07,3.01
171104_121927,3.02,3.11,3.06,3.07
171104_122744,3.15,3.11,3.09,3.04
171104_123433,3.11,3.08,3.06,3.13
171104_133244,3.04,3.1,3.09,3.03
171104_134426,3.1,3.04,3.01,3.14
171104_140705,3.06,3.15,3.11,3.02
171104_141716,3.13,3.02,3.11,3.07
171104_142135,3.14,3.03,3.08,3.12
171104_151250,3.1,3.03,3.15,3.07
171104_152127,3.09,3.03,3.11,3.05
171104_152709,3.11,3.13,3.07,3.06
171104_154454,3.11,3.02,3.07,3.15
171104_161259,3.12,3.15,3.07,3.03
171104_161835,3.15,3.07,3.11,3.03
171105_110815,3.07,3.04,3.11,3.14
171105_113316,3.15,3.09,3.12,3.06
171105_131606,3.15,3.12,3.08,3.01
171105_134111,3.08,3.01,3.05,3.14
171105_134612,3.09,3.02,3.04,3.15
171105_140951,3.13,3.07,3.02,3.11
171105_143910,3.07,3.05,3.12,3.02
171105_144906,3.07,3.03,3.15,3.12
171105_150912,3.11,3.09,3.04,3.01
171105_151337,3.01,3.07,3.11,3.05
171106_100705,3.15,3.09,3.04,3.1
171106_122608,3.09,3.14,3.11,3.04
171106_124759,3.09,3.12,3.02,3.05
171106_131040,3.15,3.04,3.08,3.1
171106_134326,3.15,3.1,3.03,3.05
171106_140956,3.11,3.02,3.07,3.06
171107_145304,3.06,3.13,3.03,3.1
171107_150807,3.05,3.01,3.08,3.1
171109_104610,3.13,3.07,3.04,3.12
171109_105158,3.15,3.08,3.02,3.11
171109_110138,3.02,3.05,3.12,3.07
171109_133910,3.11,3.15,3.04,3.07
171109_135249,3.15,3.08,3.05,3.01
171109_153615,3.13,3.02,3.11,3.09
171110_101529,3.05,3.02,3.13,3.07
171110_103209,3.13,3.11,3.09,3.06
171110_104710,3.08,3.11,3.14,3.04
171110_105518,3.1,3.03,3.13,3.06
171110_114255,3.01,3.09,3.13,3.12
171110_114541,3.08,3.12,3.03,3.15
171110_115250,3.03,3.06,3.13,3.07
171110_115721,3.11,3.02,3.15,3.05
171110_122108,3.12,3.01,3.07,3.06
171110_122723,3.1,3.13,3.02,3.04
171110_123959,3.15,3.06,3.01,3.11
171110_124501,3.06,3.1,3.01,3.08
171110_130204,3.1,3.05,3.09,3.15
171110_132205,3.09,3.11,3.05,3.02
171110_132736,3.06,3.15,3.12,3.07
171110_133809,3.04,3.15,3.11,3.07
171110_134332,3.04,3.1,3.08,3.03
171110_135350,3.08,3.13,3.1,3.02
171110_140126,3.01,3.09,3.06,3.12
171110_140552,3.05,3.02,3.1,3.07
171110_145509,3.14,3.11,3.04,3.09
171110_150943,3.05,3.13,3.11,3.07
171112_104348,3.14,3.07,3.06,3.11
171112_105827,3.07,3.03,3.11,3.04
171112_112217,3.02,3.08,3.11,3.06
171112_113524,3.14,3.05,3.02,3.12
171112_113930,3.03,3.14,3.06,3.12
171112_114635,3.03,3.13,3.07,3.06
171112_131607,3.08,3.11,3.06,3.03
171112_132006,3.05,3.07,3.03,3.13
171112_140548,3.07,3.12,3.13,3.04
171112_141822,3.11,3.06,3.07,3.15
171112_142237,3.13,3.11,3.03,3.07
171112_142748,3.06,3.03,3.12,3.09
171112_143258,3.13,3.04,3.01,3.11
171112_143814,3.05,3.15,3.07,3.12
171112_145023,3.05,3.08,3.1,3.14
171112_151703,3.09,3.04,3.12,3.03
171112_152314,3.08,3.13,3.02,3.05
171112_154503,3.14,3.07,3.1,3.01
171112_155255,3.11,3.01,3.05,3.08
171112_160240,3.09,3.01,3.05,3.1
171112_165252,3.1,3.13,3.01,3.08
171113_120251,3.09,3.12,3.06,3.14
171113_120632,3.02,3.14,3.12,3.06
171113_121515,3.11,3.13,3.09,3.02
171113_121916,3.08,3.1,3.03,3.05
171113_122405,3.05,3.07,3.1,3.15
171113_122926,3.08,3.11,3.04,3.03
171113_123545,3.1,3.08,3.02,3.05
171113_124113,3.13,3.01,3.12,3.09
171113_132112,3.04,3.12,3.02,3.15
171113_135327,3.04,3.01,3.1,3.08
171113_145937,3.13,3.08,3.12,3.01
171113_153549,3.06,3.12,3.14,3.08
171113_154234,3.05,3.14,3.07,3.02
171114_110750,3.15,3.04,3.07,3.11
171114_111349,3.04,3.01,3.07,3.14
171114_111908,3.02,3.04,3.09,3.13
171114_112404,3.14,3.11,3.06,3.09
171114_112657,3.03,3.06,3.12,3.08
171114_131405,3.15,3.07,3.02,3.1
171114_141254,3.15,3.03,3.06,3.12
171115_105429,3.09,3.15,3.01,3.12
171115_121808,3.04,3.14,3.12,3.08
171115_135811,3.08,3.04,3.1,3.15
171116_100800,3.12,3.03,3.15,3.04
171116_104919,3.06,3.02,3.09,3.12
171116_105641,3.09,3.1,3.02,3.14
171116_110121,3.08,3.12,3.04,3.01
171116_120344,3.08,3.02,3.11,3.04
171116_120842,3.07,3.01,3.14,3.12
171116_121253,3.01,3.14,3.08,3.12
171116_121612,3.11,3.09,3.03,3.14
171116_121943,3.1,3.09,3.05,3.01
171116_122303,3.14,3.01,3.05,3.12
171116_122900,3.1,3.01,3.07,3.06
171116_123326,3.01,3.14,3.11,3.08
171116_124002,3.08,3.03,3.06,3.15
171116_124504,3.08,3.14,3.11,3.04
171116_131630,3.11,3.09,3.14,3.01
171116_132202,3.12,3.04,3.15,3.08
171116_132758,3.02,3.07,3.13,3.06
171116_133216,3.01,3.07,3.12,3.15
171116_134208,3.09,3.15,3.1,3.06
171116_134737,3.15,3.07,3.04,3.1
171116_135659,3.07,3.1,3.06,3.15
171116_152007,3.03,3.09,3.05,3.12
171116_152630,3.14,3.1,3.05,3.03
171117_104349,3.06,3.02,3.09,3.12
171117_104744,3.02,3.13,3.08,3.11
171117_112141,3.11,3.06,3.01,3.07
171117_113007,3.1,3.06,3.08,3.03
171117_115708,3.14,3.02,3.11,3.06
171117_120305,3.14,3.06,3.07,3.02
171118_104117,3.01,3.05,3.15,3.08
171118_105013,3.06,3.1,3.03,3.08
171118_111122,3.03,3.09,3.04,3.14
171118_111758,3.03,3.14,3.06,3.08
171118_113425,3.1,3.08,3.06,3.01
171118_132705,3.12,3.04,3.08,3.03
171118_133943,3.01,3.05,3.13,3.11
171118_134616,3.14,3.11,3.04,3.03
171118_135335,3.04,3.07,3.01,3.13
171118_144114,3.09,3.01,3.04,3.12
171118_154042,3.09,3.12,3.05,3.01
171118_160309,3.03,3.04,3.1,3.07
171118_164458,3.01,3.05,3.1,3.08
171119_101426,3.13,3.08,3.05,3.01
171119_111327,3.07,3.12,3.14,3.03
171119_112802,3.04,3.07,3.1,3.14
171119_113659,3.03,3.07,3.05,3.15
171119_114745,3.02,3.15,3.04,3.08
171119_115839,3.02,3.15,3.05,3.07
171119_120821,3.09,3.06,3.02,3.1
171119_121713,3.14,3.06,3.02,3.07
171119_124819,3.1,3.04,3.07,3.15
171120_103536,3.04,3.01,3.14,3.09
171120_104156,3.13,3.11,3.04,3.07
171120_110645,3.03,3.11,3.06,3.07
171120_113259,3.14,3.09,3.11,3.04
171122_111636,3.14,3.08,3.06,3.12
171122_113139,3.05,3.03,3.08,3.14
171123_093803,3.15,3.1,3.02,3.08
171125_113909,3.07,3.11,3.13,
171130_102755,3.05,3.13,3.08,3.01
171130_103654,3.11,3.13,3.02,3.08
171130_131725,3.15,3.12,3.06,3.03
171130_132210,3.11,3.08,3.04,3.01
171130_133047,3.02,3.14,3.04,3.11
171130_133652,3.11,3.01,3.13,3.04
171130_134301,3.12,3.07,3.06,3.13
171130_134914,3.07,3.04,3.13,3.03
171130_135753,3.09,3.1,3.02,3.15
171130_153345,3.09,3.11,3.05,3.13
171130_154648,3.05,3.13,3.02,3.07
171201_103118,3.1,3.07,3.14,3.06
171201_103613,3.04,3.03,3.07,3.12
171201_105343,3.14,3.02,3.1,3.06
171201_110005,3.15,3.03,3.12,3.04
171201_110802,3.08,3.14,3.01,3.04
171201_111255,3.02,3.05,3.07,3.1
171201_120423,3.03,3.08,3.04,3.12
171201_122007,3.14,3.01,3.08,3.06
171201_122543,3.14,3.12,3.04,3.08
171201_123129,3.07,3.14,3.03,3.1
171201_123542,3.06,3.01,3.14,3.12
171201_124224,3.11,3.03,3.07,3.13
171201_124722,3.05,3.15,3.09,3.01
171201_125111,3.01,3.09,3.05,3.14
171201_125853,3.05,3.12,3.01,3.14
171201_130301,3.06,3.08,3.02,3.13
171201_130810,3.14,3.12,3.07,3.05
171201_131205,3.04,3.07,3.14,3.11
171201_131913,3.07,3.02,3.15,3.1
171201_132305,3.01,3.09,3.14,3.1
171201_132811,3.07,3.02,3.13,3.04
171201_133153,3.11,3.15,3.05,3.03
171201_133642,3.05,3.11,3.13,3.03
171201_134018,3.14,3.01,3.1,3.04
171201_134717,3.12,3.09,3.14,3.06
171201_140004,3.06,3.11,3.07,3.15
171201_140738,3.05,3.15,3.11,3.07
171201_153531,3.06,3.01,3.07,3.11
171202_105023,3.07,3.06,3.1,3.15
171202_114945,3.13,3.02,3.12,3.07
171202_123311,3.02,3.14,3.12,3.06
171202_125532,3.14,3.1,3.06,3.07
171202_131445,3.14,3.03,3.06,3.11
171202_132039,3.1,3.14,3.02,3.08
171202_133122,3.07,3.03,3.15,3.05
171202_135219,3.06,3.12,3.03,3.13
171202_140252,3.15,3.05,3.12,3.08
171202_140748,3.14,3.09,3.1,3.06
171202_141535,3.15,3.1,3.01,3.07
171202_142253,3.02,3.12,3.04,3.09
171202_143352,3.15,3.09,3.11,3.01
171202_144732,3.06,3.11,3.07,3.14
171202_145914,3.15,3.09,3.04,3.01
171202_150431,3.05,3.07,3.01,3.12
171202_150935,3.08,3.13,3.03,3.11
171202_152017,3.09,3.02,3.14,3.04
171202_152544,3.11,3.02,3.04,3.08
171202_153544,3.05,3.02,3.09,3.11
171202_154944,3.08,3.01,3.05,3.14
171202_161326,3.01,3.05,3.08,3.15
171202_164546,3.02,3.12,3.15,3.04
171203_104901,3.07,3.04,3.03,3.1
171203_105436,3.13,3.01,3.07,3.12
171203_114419,3.05,3.01,3.12,3.07
171203_114940,3.08,3.11,3.14,3.05
171203_121021,3.05,3.07,3.12,3.14
171203_122605,3.02,3.05,3.08,3.15
171203_132329,3.02,3.1,3.08,3.04
171203_140936,3.15,3.05,3.12,3.08
171203_143606,3.08,3.01,3.13,3.11
171203_151157,3.14,3.03,3.11,3.04
171203_152752,3.07,3.03,3.04,3.1
171203_153352,3.02,3.07,3.14,3.05
171203_164225,3.04,3.09,3.15,3.11
171203_165049,3.13,3.04,3.02,3.09
171205_113145,3.09,3.06,3.15,3.02
171205_115822,3.03,3.05,3.08,3.11
171205_124957,3.13,3.01,3.1,3.07
171205_132350,3.07,3.1,3.05,3.02
171205_132932,3.12,3.02,3.08,3.06
171205_133437,3.09,3.13,3.03,3.05
171205_134017,3.03,3.09,3.13,3.05
171205_134359,3.07,3.11,3.13,3.06
171205_134931,3.03,3.13,3.05,3.1
171205_141432,3.04,3.11,3.13,3.08
171205_141955,3.06,3.1,3.03,3.08
171205_145915,3.13,3.09,3.01,3.11
171206_093935,3.15,3.07,3.12,3.03
171206_095333,3.04,3.11,3.15,3.03
171206_095847,3.07,3.01,3.06,3.1
171206_103609,3.06,3.07,3.12,3.03
171206_105016,3.1,3.14,3.07,3.04
171206_105450,3.08,3.11,3.06,3.14
171206_105924,3.11,3.07,3.02,3.13
